,x,y,z
0.0,2.34298542004,-6.80357533593,-0.0446618013671
0.1,2.43855431572,-6.804866715,-0.0412523517134
0.2,2.53412321139,-6.80615809408,-0.0378429020598
0.3,2.62969210707,-6.80744947315,-0.0344334524062
0.4,2.72526100275,-6.80874085222,-0.0310240027526
0.5,2.82082989842,-6.8100322313,-0.0276145530989
0.6,2.9163987941,-6.81132361037,-0.0242051034453
0.7,3.01196768978,-6.81261498944,-0.0207956537917
0.8,3.10753658545,-6.81390636852,-0.0173862041381
0.9,3.20310548113,-6.81519774759,-0.0139767544845
1.0,3.2986743768,-6.81648912666,-0.0105673048308
1.1,3.39424327248,-6.81778050574,-0.00715785517721
1.14766094261,3.48981216816,-6.81907188481,-0.00374840552359
1.2,3.55389494158,-6.78242788767,-0.012207416064
1.3,3.617977715,-6.74578389054,-0.0206664266044
1.4,3.68206048841,-6.7091398934,-0.0291254371447
1.44487303481,3.74614326183,-6.67249589626,-0.0375844476851
1.5,3.76314239172,-6.59791640074,-0.038874325003
1.6,3.7801415216,-6.52333690522,-0.0401642023208
1.7,3.79714065149,-6.4487574097,-0.0414540796386
1.7508857235,3.81413978137,-6.37417791418,-0.0427439569565
1.8,3.8153729809,-6.28631525477,-0.0415145191197
1.9,3.81660618042,-6.19845259536,-0.0402850812828
2.0,3.81783937994,-6.11058993596,-0.039055643446
2.1,3.81907257946,-6.02272727655,-0.0378262056092
2.2,3.82030577898,-5.93486461714,-0.0365967677724
2.3,3.8215389785,-5.84700195773,-0.0353673299356
2.4,3.82277217803,-5.75913929833,-0.0341378920988
2.5,3.82400537755,-5.67127663892,-0.032908454262
2.6,3.82523857707,-5.58341397951,-0.0316790164252
2.7,3.82647177659,-5.49555132011,-0.0304495785884
2.8,3.82770497611,-5.4076886607,-0.0292201407516
2.80544468686,3.82893817563,-5.31982600129,-0.0279907029148
2.9,3.73783594786,-5.32202482163,-0.0277718655476
3.0,3.64673372008,-5.32422364198,-0.0275530281804
3.1,3.5556314923,-5.32642246232,-0.0273341908132
3.2,3.46452926452,-5.32862128266,-0.027115353446
3.26108979565,3.37342703675,-5.33082010301,-0.0268965160788
3.3,3.37368312943,-5.41880700375,-0.0259636490875
3.4,3.37393922211,-5.50679390449,-0.0250307820961
3.5,3.37419531479,-5.59478080523,-0.0240979151048
3.6,3.37445140747,-5.68276770597,-0.0231650481134
3.7,3.37470750015,-5.77075460671,-0.0222321811221
3.8,3.37496359283,-5.85874150745,-0.0212993141308
3.9,3.37521968551,-5.94672840819,-0.0203664471394
4.0,3.37547577819,-6.03471530894,-0.0194335801481
4.1,3.37573187087,-6.12270220968,-0.0185007131567
4.2,3.37598796355,-6.21068911042,-0.0175678461654
4.3,3.37624405623,-6.29867601116,-0.0166349791741
4.31699641831,3.37650014891,-6.3866629119,-0.0157021121827
4.4,3.28670146196,-6.38628776013,-0.0151314827073
4.5,3.19690277501,-6.38591260836,-0.0145608532319
4.6,3.10710408805,-6.38553745659,-0.0139902237565
4.7,3.0173054011,-6.38516230482,-0.0134195942812
4.8,2.92750671415,-6.38478715304,-0.0128489648058
4.9,2.8377080272,-6.38441200127,-0.0122783353304
5.0,2.74790934025,-6.3840368495,-0.011707705855
5.1,2.65811065329,-6.38366169773,-0.0111370763796
5.2,2.56831196634,-6.38328654596,-0.0105664469042
5.3,2.47851327939,-6.38291139419,-0.00999581742883
5.30481053785,2.38871459244,-6.38253624242,-0.00942518795344
