,x,y,z
0.0,3.3168811547000003,-5.25922217085,-0.028208056274900008
0.08,3.2369330790643804,-5.256351653194307,-0.028463654689433338
0.16,3.15698500342876,-5.253481135538616,-0.028719253103966665
0.24,3.0770369277931398,-5.2506106178829235,-0.028974851518499996
0.32,2.9970888521575194,-5.247740100227231,-0.029230449933033323
0.4,2.9171407765218995,-5.244869582571538,-0.029486048347566657
0.48000000000000004,2.837192700886279,-5.241999064915845,-0.02974164676209998
0.5599999999999999,2.7572446252506593,-5.239128547260153,-0.029997245176633307
0.64,2.677296549615039,-5.2362580296044605,-0.030252843591166638
0.72,2.5973484739794186,-5.233387511948768,-0.03050844200569997
0.7999999999999999,2.5174003983437987,-5.230516994293076,-0.0307640404202333
0.88,2.4374523227081784,-5.227646476637383,-0.031019638834766623
0.96,2.357504247072558,-5.224775958981692,-0.03127523724929995
0.9926925953404704,2.32483287101,-5.22360290058,-0.0313796894435
1.04,2.3267402473391754,-5.176337212414392,-0.03082545718999486
1.12,2.32996574887392,-5.096407757808663,-0.029888213208856707
1.2000000000000002,2.333191250408663,-5.016478303202935,-0.028950969227718545
1.28,2.336416751943407,-4.936548848597207,-0.02801372524658039
1.36,2.339642253478151,-4.856619393991479,-0.027076481265442237
1.4400000000000002,2.3428677550128945,-4.77668993938575,-0.02613923728430408
1.4407349618479168,2.34289738777,-4.77595562564,-0.0261306268022
1.52,2.4221018633436664,-4.779046232963259,-0.025917392834409598
1.6,2.5020407392164823,-4.78216549703762,-0.025702181717113446
1.6800000000000002,2.5819796150892977,-4.785284761111981,-0.02548697059981729
1.76,2.661918490962113,-4.788404025186344,-0.025271759482521146
1.84,2.741857366834928,-4.791523289260704,-0.025056548365224987
1.9200000000000002,2.8217962427077437,-4.794642553335066,-0.024841337247928835
2.0,2.901735118580559,-4.797761817409428,-0.024626126130632683
2.08,2.981673994453375,-4.800881081483789,-0.024410915013336528
2.16,3.06161287032619,-4.804000345558151,-0.024195703896040376
2.24,3.1415517461990055,-4.807119609632513,-0.023980492778744224
2.3200000000000003,3.2214906220718214,-4.810238873706874,-0.02376528166144807
2.3990437069681523,3.30047393557,-4.81332085115,-0.0235526431053
2.4,3.3005090972627604,-4.814276445457631,-0.023562619945753253
2.48,3.3034505967060697,-4.894217992728757,-0.02439724616353298
2.56,3.30639209614938,-4.974159539999883,-0.025231872381312706
2.64,3.3093335955926895,-5.054101087271008,-0.026066498599092432
2.72,3.312275095035999,-5.1340426345421335,-0.02690112481687216
2.8000000000000003,3.3152165944793093,-5.2139841818132595,-0.02773575103465189
2.845271066754126,3.3168811547000003,-5.25922217085,-0.028208056274900008
