,Unnamed: 0,Unnamed: 0.1,x,y,z
0.0,0.0,0.0,4.26957187065,-5.32097128492,-0.0329858324699
0.08,0.07610215758202576,0.07610215758202576,4.269439172384016,-5.240972250946138,-0.03335590600191024
0.16,0.15220431516405153,0.15220431516405153,4.269306474118031,-5.160973216972276,-0.03372597953392048
0.24,0.2283064727460773,0.2283064727460773,4.269173775852046,-5.080974182998414,-0.03409605306593072
0.32,0.30440863032810306,0.30440863032810306,4.269041077586062,-5.000975149024552,-0.03446612659794096
0.4,0.3805107879101289,0.3805107879101289,4.268908379320077,-4.92097611505069,-0.0348362001299512
0.48000000000000004,0.45661294549215464,0.45661294549215464,4.268775681054093,-4.8409770810768284,-0.03520627366196144
0.5599999999999999,0.5327151030741804,0.5327151030741804,4.2686429827881085,-4.760978047102967,-0.03557634719397167
0.64,0.6088172606562061,0.6088172606562061,4.268510284522124,-4.680979013129105,-0.03594642072598191
0.72,0.6849194182382319,0.6849194182382319,4.268377586256139,-4.600979979155243,-0.03631649425799215
0.7999999999999999,0.7610215758202576,0.7610215758202576,4.2682448879901544,-4.520980945181381,-0.03668656779000239
0.88,0.8371237334022834,0.8371237334022834,4.26811218972417,-4.440981911207519,-0.03705664132201263
0.96,0.9132258909843092,0.9132258909843092,4.267979491458186,-4.360982877233657,-0.03742671485402287
1.04,0.989328048566335,0.989328048566335,4.267846793192201,-4.280983843259795,-0.037796788386033106
1.051218553347492,1.0,1.0,4.26782818466,-4.26976542538,-0.037848684506800005
1.12,1.150488443433724,1.150488443433724,4.199114764574214,-4.272591137848534,-0.03667879016484039
1.2000000000000002,1.3255222070519967,1.3255222070519967,4.1191938865700815,-4.275877736320718,-0.035318080963279014
1.28,1.500555970670269,1.500555970670269,4.039273008565949,-4.279164334792901,-0.03395737176171766
1.36,1.6755897342885415,1.6755897342885415,3.959352130561817,-4.282450933265085,-0.032596662560156295
1.4400000000000002,1.8506234979068141,1.8506234979068141,3.8794312525576844,-4.285737531737268,-0.03123595335859493
1.5082732286641374,2.0,2.0,3.81122554782,-4.2885423653500006,-0.0300747032278
1.52,2.0274174445938655,2.0274174445938655,3.7995188221909983,-4.287974744789782,-0.029690583571314027
1.6,2.2144591719959696,2.2144591719959696,3.719655573944992,-4.284102438976281,-0.027070120390207977
1.6800000000000002,2.4015008993980738,2.4015008993980738,3.6397923256989855,-4.280230133162778,-0.024449657209101926
1.76,2.5885426268001774,2.5885426268001774,3.55992907745298,-4.276357827349277,-0.02182919402799588
1.84,2.775584354202282,2.775584354202282,3.480065829206974,-4.272485521535775,-0.019208730846889833
1.9200000000000002,2.962626081604386,2.962626081604386,3.4002025809609675,-4.268613215722273,-0.016588267665783783
1.9359852751211037,3.0,3.0,3.38424463102,-4.2678394673,-0.0160646573546
2.0,3.6573038811289402,3.6573038811289402,3.3398606079823203,-4.313313164445913,-0.02381619708508443
2.0333751228258654,4.0,4.0,3.31672027233,-4.3370216195,-0.0278575889849
2.08,4.097828998379077,4.097828998379077,3.31513090947744,-4.383617496261043,-0.027436440441422596
2.16,4.265686167012389,4.265686167012389,3.312403845388243,-4.463567736708034,-0.026713824414953295
2.24,4.433543335645702,4.433543335645702,3.309676781299046,-4.543517977155026,-0.025991208388483997
