,x,y,z
0.0,0.255878144064,1.62887309705,0.0104160321608
0.1,0.159248914762,1.62141349419,0.00854156113877
0.2,0.0626196854606,1.61395389133,0.00666709011676
0.3,-0.0340095438413,1.60649428846,0.00479261909476
0.387739443894,-0.130638773143,1.5990346856,0.00291814807275
0.4,-0.20548836537,1.5741903355,-0.00225769819426
0.5,-0.280337957597,1.54934598541,-0.00743354446127
0.6,-0.355187549823,1.52450163531,-0.0126093907283
0.7,-0.43003714205,1.49965728521,-0.0177852369953
0.782913221265,-0.504886734277,1.47481293511,-0.0229610832623
0.8,-0.57725660431,1.43239138614,-0.0169679865148
0.9,-0.649626474342,1.38996983717,-0.0109748897672
1.0,-0.721996344375,1.3475482882,-0.00498179301967
1.1,-0.794366214408,1.30512673922,0.00101130372788
1.2,-0.866736084441,1.26270519025,0.00700440047543
1.28751654281,-0.939105954474,1.22028364128,0.012997497223
1.3,-0.997773305888,1.15601018831,0.0116202438501
1.4,-1.0564406573,1.09173673534,0.0102429904772
1.5,-1.11510800872,1.02746328237,0.00886573710433
1.6,-1.17377536013,0.963189829406,0.00748848373145
1.7,-1.23244271154,0.898916376437,0.00611123035857
1.8,-1.29111006296,0.834642923469,0.00473397698569
1.89675110647,-1.34977741437,0.7703694705,0.00335672361281
1.9,-1.36990745675,0.733669148964,0.00481082727929
2.0,-1.39003749912,0.696968827428,0.00626493094577
2.0224022888,-1.4101675415,0.660268505892,0.00771903461225
2.1,-1.31528935203,0.663969185855,0.00791554972471
2.2,-1.22041116255,0.667669865818,0.00811206483717
2.3,-1.12553297308,0.671370545781,0.00830857994963
2.4,-1.0306547836,0.675071225744,0.00850509506209
2.5,-0.93577659413,0.678771905707,0.00870161017455
2.59210551117,-0.840898404656,0.68247258567,0.008898125287
2.6,-0.79054153814,0.732967127408,0.0162899895157
2.7,-0.740184671624,0.783461669145,0.0236818537444
2.8,-0.689827805108,0.833956210883,0.0310737179731
2.9,-0.639470938592,0.88445075262,0.0384655822018
2.95057979223,-0.589114072076,0.934945294358,0.0458574464305
3.0,-0.520960149232,0.974475982516,0.0468674493706
3.1,-0.452806226388,1.01400667067,0.0478774523107
3.2,-0.384652303544,1.05353735883,0.0488874552508
3.26575980711,-0.3164983807,1.09306804699,0.0498974581909
3.3,-0.301227629844,1.08791214835,0.0223786634987
3.32954266323,-0.285956878987,1.0827562497,-0.00514013119363
3.4,-0.20623675991,1.09871787561,-0.00277056146141
3.5,-0.126516640832,1.11467950151,-0.000400991729186
3.6,-0.0467965217552,1.13064112741,0.00196857800304
3.7,0.0329235973221,1.14660275331,0.00433814773526
3.8,0.112643716399,1.16256437922,0.00670771746748
3.81756385839,0.192363835477,1.17852600512,0.0090772871997
3.9,0.241905385049,1.1817852831,0.00639603236001
3.91700584459,0.291446934621,1.18504456107,0.00371477752031
