,Unnamed: 0,Unnamed: 0.1,x,y,z
0.0,0.0,0.0,4.23431713083,-1.28140788651,-0.0385954862877
0.08,0.17899379640074775,0.17899379640074775,4.154329503695836,-1.2802568882741043,-0.037786345689972155
0.16,0.3579875928014955,0.3579875928014955,4.074341876561672,-1.2791058900382086,-0.03697720509224431
0.24,0.5369813892022433,0.5369813892022433,3.9943542494275075,-1.2779548918023127,-0.036168064494516455
0.32,0.715975185602991,0.715975185602991,3.9143666222933433,-1.276803893566417,-0.03535892389678861
0.4,0.8949689820037388,0.8949689820037388,3.834378995159179,-1.2756528953305215,-0.034549783299060756
0.4469428639911556,1.0,1.0,3.78744339139,-1.27497750591,-0.0340749910862
0.48000000000000004,1.07541883570096,1.07541883570096,3.754391974909755,-1.2749885726421857,-0.033460184381573985
0.5599999999999999,1.257936366997759,1.257936366997759,3.6744058164684374,-1.2750153547135255,-0.0319723199653426
0.64,1.4404538982945583,1.4404538982945583,3.5944196580271197,-1.2750421367848648,-0.030484455549111215
0.72,1.6229714295913573,1.6229714295913573,3.5144334995858024,-1.2750689188562043,-0.028996591132879827
0.7999999999999999,1.8054889608881564,1.8054889608881564,3.4344473411444847,-1.2750957009275439,-0.02750872671664844
0.88,1.9880064921849558,1.9880064921849558,3.354461182703167,-1.2751224829988834,-0.02602086230041705
0.8852569230932852,2.0,2.0,3.34920516916,-1.2751242428899998,-0.0259230924403
0.96,2.846417925969069,2.846417925969069,3.3102513325123653,-1.3386642217883735,-0.031561996368075836
0.9735620908047806,3.0,3.0,3.30318317996,-1.35019351653,-0.0325851724303
1.04,3.1461430104339567,3.1461430104339567,3.296290505337908,-1.4162727236662773,-0.03242643041583996
1.12,3.322118458432519,3.322118458432519,3.2879908165540974,-1.4958407991059928,-0.03223528410629117
1.2000000000000002,3.498093906431082,3.498093906431082,3.2796911277702874,-1.5754088745457082,-0.032044137796742395
1.28,3.674069354429644,3.674069354429644,3.271391438986477,-1.6549769499854232,-0.031852991487193616
1.36,3.8500448024282066,3.8500448024282066,3.263091750202667,-1.7345450254251389,-0.03166184517764483
1.4281709632916604,4.0,4.0,3.25601927796,-1.8023479298,-0.031498962327
1.4400000000000002,4.027065225924118,4.027065225924118,3.256348831166971,-1.8141721911767532,-0.03143303035258912
1.52,4.2101078630648825,4.2101078630648825,3.2585776057669396,-1.8941398955185054,-0.030987131156997645
1.6,4.393150500205646,4.393150500205646,3.2608063803669083,-1.9741075998602575,-0.030541231961406172
1.6800000000000002,4.5761931373464115,4.5761931373464115,3.263035154966877,-2.05407530420201,-0.030095332765814695
1.76,4.759235774487175,4.759235774487175,3.2652639295668457,-2.1340430085437623,-0.029649433570223222
1.84,4.942278411627941,4.942278411627941,3.267492704166815,-2.2140107128855147,-0.029203534374631746
1.8652276034802409,5.0,5.0,3.2681955371900004,-2.23922813209,-0.0290629222734
1.9200000000000002,5.423038678662697,5.423038678662697,3.3116136063840997,-2.272546736810541,-0.026881806171382437
1.9947013355108556,6.0,6.0,3.37082934205,-2.31798831739,-0.0239070908754
2.0,6.024394623591569,6.024394623591569,3.3761247717746934,-2.3181684362870394,-0.023949829409378006
2.08,6.392708165866948,6.392708165866948,3.4560759328348736,-2.320887897349853,-0.02459510195404377
2.16,6.7610217081423265,6.7610217081423265,3.536027093895054,-2.323607358412666,-0.025240374498709528
2.24,7.129335250417705,7.129335250417705,3.6159782549552353,-2.3263268194754794,-0.025885647043375294
2.3200000000000003,7.497648792693084,7.497648792693084,3.695929416015416,-2.329046280538293,-0.026530919588041053
2.4,7.8659623349684615,7.8659623349684615,3.775880577075596,-2.3317657416011066,-0.027176192132706816
2.429113817364081,8.0,8.0,3.80497662084,-2.33275541526,-0.0274110214704
2.48,8.11716782561649,8.11716782561649,3.8557925226013707,-2.3306762748646905,-0.029091761382306278
2.56,8.30137158317449,8.30137158317449,3.935682031507862,-2.327407583384827,-0.031734113116853396
2.64,8.485575340732492,8.485575340732492,4.015571540414354,-2.3241388919049637,-0.034376464851400515
2.72,8.669779098290494,8.669779098290494,4.095461049320845,-2.3208702004251007,-0.037018816585947634
2.8000000000000003,8.853982855848496,8.853982855848496,4.175350558227337,-2.3176015089452378,-0.039661168320494745
2.8634154899280055,9.0,9.0,4.2386784625699985,-2.3150104380500003,-0.0417557436931
2.8800000000000003,9.0160451276872,9.0160451276872,4.238608484445344,-2.298426153132726,-0.04170503695950594
2.96,9.093443266637562,9.093443266637562,4.238270925485323,-2.2184272392291837,-0.04146043891772388
3.04,9.170841405587925,9.170841405587925,4.2379333665253025,-2.1384283253256404,-0.04121584087594181
3.12,9.24823954453829,9.24823954453829,4.237595807565281,-2.0584294114220976,-0.04097124283415975
3.2,9.325637683488653,9.325637683488653,4.23725824860526,-1.9784304975185545,-0.04072664479237769
3.2800000000000002,9.403035822439016,9.403035822439016,4.236920689645239,-1.8984315836150114,-0.04048204675059562
3.3600000000000003,9.480433961389378,9.480433961389378,4.236583130685218,-1.8184326697114686,-0.04023744870881356
3.44,9.557832100339741,9.557832100339741,4.236245571725197,-1.738433755807926,-0.039992850667031496
3.52,9.635230239290106,9.635230239290106,4.235908012765176,-1.658434841904383,-0.03974825262524943
3.6,9.712628378240467,9.712628378240467,4.235570453805154,-1.57843592800084,-0.03950365458346737
3.68,9.790026517190832,9.790026517190832,4.235232894845134,-1.4984370140972971,-0.03925905654168531
3.7600000000000002,9.867424656141194,9.867424656141194,4.2348953358851125,-1.418438100193754,-0.03901445849990324
3.8400000000000003,9.944822795091559,9.944822795091559,4.234557776925091,-1.338439186290211,-0.03876986045812118
3.897032074059381,10.0,10.0,4.23431713083,-1.28140788651,-0.0385954862877
