,x,y,z
0.0,2.3037987944,-5.37340072089,-0.0280128766966
0.1,2.30212025289,-5.46990406455,-0.0290973620912
0.2,2.30044171137,-5.56640740821,-0.0301818474858
0.3,2.29876316985,-5.66291075186,-0.0312663328805
0.4,2.29708462833,-5.75941409552,-0.0323508182751
0.5,2.29540608682,-5.85591743918,-0.0334353036698
0.6,2.2937275453,-5.95242078284,-0.0345197890644
0.7,2.29204900378,-6.0489241265,-0.035604274459
0.8,2.29037046226,-6.14542747015,-0.0366887598537
0.9,2.28869192075,-6.24193081381,-0.0377732452483
0.965240330041,2.28701337923,-6.33843415747,-0.038857730643
1.0,2.21085034911,-6.33066143253,-0.037826990586
1.1,2.134687319,-6.32288870759,-0.036796250529
1.2,2.05852428888,-6.31511598265,-0.035765510472
1.3,1.98236125877,-6.30734325771,-0.0347347704151
1.4,1.90619822865,-6.29957053277,-0.0337040303581
1.42463368441,1.83003519854,-6.29179780783,-0.0326732903011
1.5,1.83095761566,-6.19526043732,-0.031667551556
1.6,1.83188003278,-6.09872306681,-0.0306618128109
1.7,1.8328024499,-6.0021856963,-0.0296560740658
1.8,1.83372486702,-5.90564832579,-0.0286503353208
1.9,1.83464728414,-5.80911095527,-0.0276445965757
2.0,1.83556970127,-5.71257358476,-0.0266388578306
2.1,1.83649211839,-5.61603621425,-0.0256331190855
2.2,1.83741453551,-5.51949884374,-0.0246273803404
2.3,1.83833695263,-5.42296147323,-0.0236216415953
2.39010384287,1.83925936975,-5.32642410272,-0.0226159028503
