,x,y,z
0.0,2.28216099323,-4.3269863955300005,0.00312480783562
0.08,2.280715813200928,-4.2470027682128455,0.00239623671755656
0.16,2.2792706331718566,-4.167019140895691,0.00166766559949312
0.24,2.277825453142785,-4.087035513578536,0.0009390944814296799
0.32,2.276380273113713,-4.007051886261381,0.0002105233633662401
0.4,2.2749350930846415,-3.9270682589442267,-0.0005180477546971999
0.48000000000000004,2.2734899130555695,-3.847084631627072,-0.0012466188727606404
0.5599999999999999,2.272044733026498,-3.7671010043099176,-0.001975189990824079
0.64,2.2705995529974263,-3.687117376992763,-0.00270376110888752
0.72,2.2691543729683548,-3.607133749675608,-0.00343233222695096
0.7999999999999999,2.267709192939283,-3.527150122358454,-0.004160903345014399
0.88,2.266264012910211,-3.447166495041299,-0.004889474463077841
0.96,2.2648188328811396,-3.367182867724144,-0.0056180455811412795
1.04,2.263373652852068,-3.287199240406989,-0.00634661669920472
1.12,2.261928472822996,-3.2072156130898346,-0.00707518781726816
1.2000000000000002,2.2604832927939245,-3.1272319857726796,-0.0078037589353316
1.28,2.2590381127648524,-3.0472483584555254,-0.00853233005339504
1.36,2.257592932735781,-2.9672647311383704,-0.009260901171458481
1.4400000000000002,2.256147752706709,-2.8872811038212154,-0.009989472289521921
1.52,2.2547025726776373,-2.8072974765040613,-0.01071804340758536
1.6,2.2532573926485657,-2.7273138491869062,-0.0114466145256488
1.6800000000000002,2.2518122126194937,-2.6473302218697516,-0.01217518564371224
1.76,2.250367032590422,-2.567346594552597,-0.012903756761775681
1.84,2.2489218525613506,-2.487362967235442,-0.013632327879839121
1.9200000000000002,2.2474766725322786,-2.407379339918287,-0.014360898997902561
2.0,2.246031492503207,-2.327395712601133,-0.015089470115966
2.002756690361345,2.24598169358,-2.32463958642,-0.0151145756782
2.08,2.1688200589664075,-2.3280800825208807,-0.014234794869489092
2.16,2.088904648842677,-2.331643364433036,-0.013323616088749081
2.24,2.0089892387189465,-2.335206646345191,-0.012412437308009068
2.3200000000000003,1.9290738285952158,-2.3387699282573466,-0.011501258527269059
2.4,1.849158418471486,-2.342333210169502,-0.010590079746529053
2.4355339029471565,1.81366208813,-2.3439159265900003,-0.010185358017
2.48,1.813931567364342,-2.388381205555926,-0.01019695705086822
2.56,1.8144163937866322,-2.4683797337165294,-0.010217825145235821
2.64,1.8149012202089227,-2.548378261877133,-0.010238693239603422
2.72,1.815386046631213,-2.628376790037737,-0.010259561333971023
2.8000000000000003,1.8158708730535034,-2.7083753181983403,-0.010280429428338624
2.8800000000000003,1.8163556994757935,-2.788373846358944,-0.010301297522706225
2.96,1.8168405258980838,-2.868372374519547,-0.010322165617073827
3.04,1.8173253523203743,-2.948370902680151,-0.010343033711441428
3.12,1.8178101787426648,-3.0283694308407547,-0.010363901805809029
3.2,1.8182950051649551,-3.108367959001358,-0.01038476990017663
3.2800000000000002,1.8187798315872454,-3.1883664871619617,-0.01040563799454423
3.3600000000000003,1.8192646580095357,-3.2683650153225656,-0.010426506088911831
3.44,1.819749484431826,-3.3483635434831687,-0.010447374183279432
3.52,1.8202343108541164,-3.4283620716437726,-0.010468242277647033
3.6,1.8207191372764067,-3.508360599804376,-0.010489110372014634
3.68,1.8212039636986972,-3.5883591279649796,-0.010509978466382235
3.7600000000000002,1.8216887901209877,-3.6683576561255835,-0.010530846560749835
3.8400000000000003,1.822173616543278,-3.748356184286187,-0.010551714655117438
3.92,1.8226584429655683,-3.82835471244679,-0.010572582749485037
4.0,1.8231432693878586,-3.908353240607394,-0.010593450843852638
4.08,1.8236280958101492,-3.9883517687679975,-0.01061431893822024
4.16,1.8241129222324395,-4.068350296928601,-0.010635187032587841
4.24,1.8245977486547298,-4.148348825089205,-0.010656055126955442
4.32,1.82508257507702,-4.228347353249808,-0.010676923221323043
4.38092475756342,1.82545179923,-4.2892709899199986,-0.0106928155162
4.4,1.8444536940013174,-4.290840181383787,-0.010117917904392825
4.48,1.9241460799177463,-4.297421241494583,-0.00770684454071296
4.5600000000000005,2.0038384658341752,-4.3040023016053786,-0.005295771177033095
4.640000000000001,2.0835308517506044,-4.310583361716174,-0.0028846978133532297
4.72,2.1632232376670326,-4.317164421826969,-0.00047362444967339115
4.8,2.2429156235834613,-4.323745481937765,0.0019374489140064723
4.839396857499229,2.28216099323,-4.3269863955300005,0.00312480783562
